2009/01/17,8
2009/01/18,13
2009/01/19,6
2009/01/20,4
2009/01/21,9
2009/01/22,4
2009/01/23,7
2009/01/24,2
2009/01/25,4
2009/01/26,4
2009/01/27,6
2009/01/28,4
2009/01/29,4
2009/01/30,10
2009/01/31,2
2009/02/01,4
2009/02/02,4
2009/02/03,8
2009/02/04,7
2009/02/05,7
2009/02/06,12
2009/02/07,3
2009/02/08,1
2009/02/09,1
2009/02/10,0
2009/02/11,1
2009/02/12,1
2009/02/13,5
2009/02/14,11
2009/02/15,5
2009/02/16,8
2009/02/17,3
2009/02/18,6
2009/02/19,5
2009/02/20,2
2009/02/21,8
2009/02/22,7
2009/02/23,4
2009/02/24,1
2009/02/25,3
2009/02/26,12
2009/02/27,10
2009/02/28,11
2009/03/01,3
2009/03/02,2
2009/03/03,9
2009/03/04,2
2009/03/05,2
2009/03/06,4
2009/03/07,4
2009/03/08,3
2009/03/09,6
2009/03/10,5
2009/03/11,0
2009/03/12,4
2009/03/13,12
2009/03/14,2
2009/03/15,5
2009/03/16,1
2009/03/17,1
2009/03/18,2
2009/03/19,0
2009/03/20,4
2009/03/21,0
2009/03/22,2
2009/03/23,0
2009/03/24,0
2009/03/25,0
2009/03/26,1
2009/03/27,6
2009/03/28,7
2009/03/29,2
2009/03/30,5
2009/03/31,0
2009/04/01,5
2009/04/02,3
2009/04/03,3
2009/04/04,4
2009/04/05,5
2009/04/06,2
2009/04/07,8
2009/04/08,3
2009/04/09,0
2009/04/10,0
2009/04/11,13
2009/04/12,4
2009/04/13,17
2009/04/14,19
2009/04/15,23
2009/04/16,6
2009/04/17,9
2009/04/18,11
2009/04/19,0
2009/04/20,3
2009/04/21,22
2009/04/22,0
2009/04/23,1
2009/04/24,2
2009/04/25,0
2009/04/26,6
2009/04/27,8
2009/04/28,3
2009/04/29,3
2009/04/30,0
2009/05/01,1
2009/05/02,3
2009/05/03,2
2009/05/04,1
2009/05/05,1
2009/05/06,0
2009/05/07,0
2009/05/08,0
2009/05/09,3
2009/05/10,1
2009/05/11,5
2009/05/12,2
2009/05/13,2
2009/05/14,2
2009/05/15,4
2009/05/16,6
2009/05/17,1
2009/05/18,5
2009/05/19,6
2009/05/20,9
2009/05/21,2
2009/05/22,10
2009/05/23,1
2009/05/24,7
2009/05/25,2
2009/05/26,1
2009/05/27,2
2009/05/28,6
2009/05/29,2
2009/05/30,1
2009/05/31,1
2009/06/01,1
2009/06/02,3
2009/06/03,1
2009/06/04,11
2009/06/05,2
2009/06/06,13
2009/06/07,2
2009/06/08,6
2009/06/09,1
2009/06/10,1
2009/06/11,8
2009/06/12,4
2009/06/13,2
2009/06/14,12
2009/06/15,2
2009/06/16,10
2009/06/17,8
2009/06/18,4
2009/06/19,2
2009/06/20,5
2009/06/21,10
2009/06/22,0
2009/06/23,4
2009/06/24,5
2009/06/25,4
2009/06/26,4
2009/06/27,3
2009/06/28,2
2009/06/29,7
2009/06/30,3
2009/07/01,1
2009/07/02,8
2009/07/03,6
2009/07/04,3
2009/07/05,6
2009/07/06,0
2009/07/07,2
2009/07/08,3
2009/07/09,2
2009/07/10,5
2009/07/11,2
2009/07/12,1
2009/07/13,0
2009/07/14,9
2009/07/15,3
2009/07/16,10
2009/07/17,12
2009/07/18,3
2009/07/19,5
2009/07/20,11
2009/07/21,1
2009/07/22,4
2009/07/23,8
2009/07/24,0
2009/07/25,1
2009/07/26,3
2009/07/27,2
2009/07/28,7
2009/07/29,1
2009/07/30,8
2009/07/31,5
2009/08/01,0
2009/08/02,5
2009/08/03,2
2009/08/04,1
2009/08/05,4
2009/08/06,0
2009/08/07,4
2009/08/08,4
2009/08/09,10
2009/08/10,9
2009/08/11,2
2009/08/12,3
2009/08/13,8
2009/08/14,3
2009/08/15,8
2009/08/16,5
2009/08/17,3
2009/08/18,7
2009/08/19,2
2009/08/20,5
2009/08/21,5
2009/08/22,6
2009/08/23,8
2009/08/24,4
2009/08/25,0
2009/08/26,8
2009/08/27,9
2009/08/28,11
2009/08/29,7
2009/08/30,8
2009/08/31,10
2009/09/01,4
2009/09/02,12
2009/09/03,11
2009/09/04,13
2009/09/05,4
2009/09/06,12
2009/09/07,9
2009/09/08,4
2009/09/09,0
2009/09/10,2
2009/09/11,0
2009/09/12,4
2009/09/13,0
2009/09/14,3
2009/09/15,6
2009/09/16,11
2009/09/17,3
2009/09/18,15
2009/09/19,5
2009/09/20,0
2009/09/21,7
2009/09/22,3
2009/09/23,7
2009/09/24,8
2009/09/25,4
2009/09/26,3
2009/09/27,4
2009/09/28,7
2009/09/29,2
2009/09/30,2
2009/10/01,1
2009/10/02,3
2009/10/03,2
2009/10/04,1
2009/10/05,3
2009/10/06,2
2009/10/07,4
2009/10/08,8
2009/10/09,2
2009/10/10,6
2009/10/11,2
2009/10/12,4
2009/10/13,0
2009/10/14,1
2009/10/15,6
2009/10/16,0
2009/10/17,2
2009/10/18,3
2009/10/19,1
2009/10/20,2
2009/10/21,2
2009/10/22,2
2009/10/23,5
2009/10/24,2
2009/10/25,1
2009/10/26,2
2009/10/27,2
2009/10/28,3
2009/10/29,1
2009/10/30,2
2009/10/31,1
2009/11/01,0
2009/11/02,0
2009/11/03,3
2009/11/04,2
2009/11/05,1
2009/11/06,2
2009/11/07,0
2009/11/08,1
2009/11/09,0
2009/11/10,5
2009/11/11,2
2009/11/12,0
2009/11/13,1
2009/11/14,5
2009/11/15,1
2009/11/16,2
2009/11/17,1
2009/11/18,3
2009/11/19,3
2009/11/20,0
2009/11/21,0
2009/11/22,0
2009/11/23,2
2009/11/24,2
2009/11/25,0
2009/11/26,2
2009/11/27,1
2009/11/28,6
2009/11/29,0
2009/11/30,1
2009/12/01,2
2009/12/02,7
2009/12/03,10
2009/12/04,5
2009/12/05,2
2009/12/06,1
2009/12/07,1
2009/12/08,8
2009/12/09,4
2009/12/10,3
2009/12/11,5
2009/12/12,2
2009/12/13,5
2009/12/14,0
2009/12/15,0
2009/12/16,0
2009/12/17,0
2009/12/18,0
2009/12/19,0
2009/12/20,0
2009/12/21,3
2009/12/22,2
2009/12/23,0
2009/12/24,0
2009/12/25,0
2009/12/26,0
2009/12/27,0
2009/12/28,1
2009/12/29,5
2009/12/30,2
2009/12/31,6
2010/01/01,4
2010/01/02,1
2010/01/03,0
2010/01/04,1
2010/01/05,0
2010/01/06,0
2010/01/07,1
2010/01/08,1
2010/01/09,0
2010/01/10,0
2010/01/11,1
2010/01/12,1
2010/01/13,2
2010/01/14,0
2010/01/15,0
2010/01/16,0
2010/01/17,3
2010/01/18,0
2010/01/19,1
2010/01/20,2
2010/01/21,0
2010/01/22,0
2010/01/23,0
2010/01/24,1
2010/01/25,0
2010/01/26,0
2010/01/27,0
2010/01/28,0
2010/01/29,0
2010/01/30,0
2010/01/31,1
2010/02/01,0
2010/02/02,0
2010/02/03,1
2010/02/04,0
2010/02/05,0
2010/02/06,0
2010/02/07,0
2010/02/08,0
2010/02/09,0
2010/02/10,0
2010/02/11,0
2010/02/12,0
2010/02/13,0
2010/02/14,0
2010/02/15,0
2010/02/16,0
2010/02/17,0
2010/02/18,0
2010/02/19,0
2010/02/20,0
2010/02/21,0
2010/02/22,0
2010/02/23,0
2010/02/24,0
2010/02/25,0
2010/02/26,1
2010/02/27,2
2010/02/28,0
2010/03/01,1
2010/03/02,0
2010/03/03,0
2010/03/04,0
2010/03/05,0
2010/03/06,1
2010/03/07,1
2010/03/08,5
2010/03/09,0
2010/03/10,9
2010/03/11,14
2010/03/12,5
2010/03/13,7
2010/03/14,0
2010/03/15,3
2010/03/16,7
2010/03/17,7
2010/03/18,1
2010/03/19,0
2010/03/20,0
2010/03/21,0
2010/03/22,1
2010/03/23,1
2010/03/24,4
2010/03/25,2
2010/03/26,4
2010/03/27,3
2010/03/28,0
2010/03/29,1
2010/03/30,0
2010/03/31,2
2010/04/01,1
2010/04/02,1
2010/04/03,1
2010/04/04,1
2010/04/05,1
2010/04/06,0
2010/04/07,0
2010/04/08,0
2010/04/09,0
2010/04/10,0
2010/04/11,1
2010/04/12,0
2010/04/13,0
2010/04/14,0
2010/04/15,0
2010/04/16,0
2010/04/17,0
2010/04/18,2
2010/04/19,1
2010/04/20,0
2010/04/21,0
2010/04/22,1
2010/04/23,0
2010/04/24,2
2010/04/25,3
2010/04/26,2
2010/04/27,0
2010/04/28,0
2010/04/29,0
2010/04/30,0
2010/05/01,1
2010/05/02,0
2010/05/03,3
2010/05/04,2
2010/05/05,10
2010/05/06,2
2010/05/07,2
2010/05/08,20
2010/05/09,5
2010/05/10,0
2010/05/11,3
2010/05/12,3
2010/05/13,3
2010/05/14,4
2010/05/15,4
2010/05/16,9
2010/05/17,7
2010/05/18,2
2010/05/19,10
2010/05/20,3
2010/05/21,4
2010/05/22,8
2010/05/23,3
2010/05/24,7
2010/05/25,2
2010/05/26,3
2010/05/27,2
2010/05/28,12
2010/05/29,0
2010/05/30,0
2010/05/31,7
2010/06/01,2
2010/06/02,8
2010/06/03,4
2010/06/04,5
2010/06/05,3
2010/06/06,1
2010/06/07,0
2010/06/08,0
2010/06/09,1
2010/06/10,0
2010/06/11,4
2010/06/12,3
2010/06/13,12
2010/06/14,18
2010/06/15,1
2010/06/16,6
2010/06/17,6
2010/06/18,4
2010/06/19,8
2010/06/20,10
2010/06/21,36
2010/06/22,34
2010/06/23,2
2010/06/24,1
2010/06/25,2
2010/06/26,23
2010/06/27,1
2010/06/28,3
2010/06/29,2
2010/06/30,2
2010/07/01,9
2010/07/02,4
2010/07/03,5
2010/07/04,13
2010/07/05,4
2010/07/06,6
2010/07/07,16
2010/07/08,8
2010/07/09,5
2010/07/10,13
2010/07/11,5
2010/07/12,10
2010/07/13,5
2010/07/14,7
2010/07/15,0
2010/07/16,5
2010/07/17,22
2010/07/18,51
2010/07/19,35
2010/07/20,17
2010/07/21,4
2010/07/22,17
2010/07/23,22
2010/07/24,19
2010/07/25,23
2010/07/26,32
2010/07/27,22
2010/07/28,23
2010/07/29,31
2010/07/30,12
2010/07/31,32
2010/08/01,55
2010/08/02,12
2010/08/03,9
2010/08/04,5
2010/08/05,15
2010/08/06,12
2010/08/07,23
2010/08/08,44
2010/08/09,112
2010/08/10,31
2010/08/11,25
2010/08/12,9
2010/08/13,0
2010/08/14,2
2010/08/15,0
2010/08/16,1
2010/08/17,3
2010/08/18,2
2010/08/19,4
2010/08/20,5
2010/08/21,0
2010/08/22,2
2010/08/23,13
2010/08/24,6
2010/08/25,7
2010/08/26,19
2010/08/27,23
2010/08/28,4
2010/08/29,1
2010/08/30,8
2010/08/31,10
2010/09/01,31
2010/09/02,17
2010/09/03,12
2010/09/04,19
2010/09/05,36
2010/09/06,5
2010/09/07,15
2010/09/08,10
2010/09/09,4
2010/09/10,9
2010/09/11,3
2010/09/12,4
2010/09/13,1
2010/09/14,5
2010/09/15,6
2010/09/16,8
2010/09/17,2
2010/09/18,4
2010/09/19,3
2010/09/20,9
2010/09/21,0
2010/09/22,5
2010/09/23,1
2010/09/24,1
2010/09/25,0
2010/09/26,0
2010/09/27,0
2010/09/28,2
2010/09/29,5
2010/09/30,3
2010/10/01,5
2010/10/02,1
2010/10/03,13
2010/10/04,14
2010/10/05,2
2010/10/06,20
2010/10/07,7
2010/10/08,2
2010/10/09,11
2010/10/10,28
2010/10/11,11
2010/10/12,20
2010/10/13,16
2010/10/14,4
2010/10/15,8
2010/10/16,25
2010/10/17,8
2010/10/18,9
2010/10/19,5
2010/10/20,16
2010/10/21,3
2010/10/22,3
2010/10/23,7
2010/10/24,2
2010/10/25,7
2010/10/26,6
2010/10/27,4
2010/10/28,6
2010/10/29,23
2010/10/30,20
2010/10/31,16
2010/11/01,5
2010/11/02,0
2010/11/03,4
2010/11/04,13
2010/11/05,17
2010/11/06,18
2010/11/07,23
2010/11/08,19
2010/11/09,14
2010/11/10,7
2010/11/11,12
2010/11/12,6
2010/11/13,19
2010/11/14,25
2010/11/15,22
2010/11/16,18
2010/11/17,4
2010/11/18,11
2010/11/19,14
2010/11/20,10
2010/11/21,5
2010/11/22,0
2010/11/23,3
2010/11/24,10
2010/11/25,1
2010/11/26,5
2010/11/27,8
2010/11/28,13
2010/11/29,8
2010/11/30,11
2010/12/01,5
2010/12/02,5
2010/12/03,4
2010/12/04,11
2010/12/05,6
2010/12/06,10
2010/12/07,2
2010/12/08,15
2010/12/09,7
2010/12/10,12
2010/12/11,9
2010/12/12,10
2010/12/13,12
2010/12/14,7
2010/12/15,27
2010/12/16,33
2010/12/17,18
2010/12/18,17
2010/12/19,13
2010/12/20,20
2010/12/21,18
2010/12/22,13
2010/12/23,18
2010/12/24,25
2010/12/25,11
2010/12/26,9
2010/12/27,1
2010/12/28,4
2010/12/29,2
2010/12/30,0
2010/12/31,4
2011/01/01,6
2011/01/02,4
2011/01/03,2
2011/01/04,7
2011/01/05,4
2011/01/06,10
2011/01/07,12
2011/01/08,8
2011/01/09,14
2011/01/10,8
2011/01/11,3
2011/01/12,27
2011/01/13,13
2011/01/14,10
2011/01/15,14
2011/01/16,9
2011/01/17,10
2011/01/18,4
2011/01/19,16
2011/01/20,23
2011/01/21,13
2011/01/22,8
2011/01/23,5
2011/01/24,9
2011/01/25,4
2011/01/26,7
2011/01/27,24
2011/01/28,18
2011/01/29,12
2011/01/30,6
2011/01/31,12
2011/02/01,10
2011/02/02,8
2011/02/03,13
2011/02/04,19
2011/02/05,27
2011/02/06,12
2011/02/07,18
2011/02/08,29
2011/02/09,25
2011/02/10,24
2011/02/11,25
2011/02/12,42
2011/02/13,22
2011/02/14,20
2011/02/15,1
2011/02/16,10
2011/02/17,21
2011/02/18,23
2011/02/19,25
2011/02/20,36
2011/02/21,38
2011/02/22,29
2011/02/23,16
2011/02/24,36
2011/02/25,47
2011/02/26,84
2011/02/27,52
2011/02/28,27
2011/03/01,62
2011/03/02,44
2011/03/03,60
2011/03/04,90
2011/03/05,48
2011/03/06,31
2011/03/07,76
2011/03/08,72
2011/03/09,74
2011/03/10,28
2011/03/11,105
2011/03/12,122
2011/03/13,98
2011/03/14,135
2011/03/15,174
2011/03/16,97
2011/03/17,87
2011/03/18,45
2011/03/19,44
2011/03/20,35
2011/03/21,8
2011/03/22,28
2011/03/23,53
2011/03/24,81
2011/03/25,84
2011/03/26,29
2011/03/27,17
2011/03/28,32
2011/03/29,9
2011/03/30,46
2011/03/31,34
2011/04/01,22
2011/04/02,20
2011/04/03,7
2011/04/04,17
2011/04/05,40
2011/04/06,28
2011/04/07,28
2011/04/08,33
2011/04/09,30
2011/04/10,44
2011/04/11,21
2011/04/12,22
2011/04/13,27
2011/04/14,19
2011/04/15,17
2011/04/16,41
2011/04/17,14
2011/04/18,8
2011/04/19,14
2011/04/20,7
2011/04/21,14
2011/04/22,31
2011/04/23,9
2011/04/24,8
2011/04/25,16
2011/04/26,9
2011/04/27,4
2011/04/28,1
2011/04/29,4
2011/04/30,11
2011/05/01,2
2011/05/02,19
2011/05/03,39
2011/05/04,40
2011/05/05,20
2011/05/06,11
2011/05/07,13
2011/05/08,7
2011/05/09,12
2011/05/10,7
2011/05/11,27
2011/05/12,5
2011/05/13,6
2011/05/14,9
2011/05/15,9
2011/05/16,18
2011/05/17,20
2011/05/18,8
2011/05/19,18
2011/05/20,11
2011/05/21,20
2011/05/22,20
2011/05/23,8
2011/05/24,18
2011/05/25,12
2011/05/26,9
2011/05/27,8
2011/05/28,10
2011/05/29,7
2011/05/30,4
2011/05/31,2
2011/06/01,10
2011/06/02,14
2011/06/03,8
2011/06/04,23
2011/06/05,13
2011/06/06,2
2011/06/07,17
2011/06/08,17
2011/06/09,23
2011/06/10,4
2011/06/11,13
2011/06/12,14
2011/06/13,25
2011/06/14,3
2011/06/15,20
2011/06/16,1
2011/06/17,11
2011/06/18,8
2011/06/19,13
2011/06/20,17
2011/06/21,23
2011/06/22,30
2011/06/23,6
2011/06/24,6
2011/06/25,18
2011/06/26,9
2011/06/27,25
2011/06/28,12
2011/06/29,3
2011/06/30,11
2011/07/01,8
2011/07/02,14
2011/07/03,5
2011/07/04,22
2011/07/05,26
2011/07/06,11
2011/07/07,13
2011/07/08,14
2011/07/09,14
2011/07/10,19
2011/07/11,14
2011/07/12,9
2011/07/13,18
2011/07/14,18
2011/07/15,17
2011/07/16,21
2011/07/17,16
2011/07/18,27
2011/07/19,40
2011/07/20,28
2011/07/21,22
2011/07/22,13
2011/07/23,15
2011/07/24,17
2011/07/25,31
2011/07/26,29
2011/07/27,29
2011/07/28,31
2011/07/29,15
2011/07/30,38
2011/07/31,25
2011/08/01,21
2011/08/02,36
2011/08/03,25
2011/08/04,26
2011/08/05,18
2011/08/06,18
2011/08/07,19
2011/08/08,27
2011/08/09,14
2011/08/10,8
2011/08/11,3
2011/08/12,0
2011/08/13,0
2011/08/14,2
2011/08/15,0
2011/08/16,0
2011/08/17,2
2011/08/18,0
2011/08/19,4
2011/08/20,5
2011/08/21,1
2011/08/22,3
2011/08/23,1
2011/08/24,4
2011/08/25,13
2011/08/26,1
2011/08/27,9
2011/08/28,4
2011/08/29,4
2011/08/30,8
2011/08/31,1
2011/09/01,2
2011/09/02,3
2011/09/03,6
2011/09/04,1
2011/09/05,4
2011/09/06,2
2011/09/07,5
2011/09/08,3
2011/09/09,3
2011/09/10,0
2011/09/11,0
2011/09/12,7
2011/09/13,10
2011/09/14,3
2011/09/15,5
2011/09/16,5
2011/09/17,12
2011/09/18,5
2011/09/19,0
2011/09/20,2
2011/09/21,4
2011/09/22,7
2011/09/23,6
2011/09/24,2
2011/09/25,2
2011/09/26,4
2011/09/27,6
2011/09/28,4
2011/09/29,7
2011/09/30,24
2011/10/01,44
2011/10/02,14
2011/10/03,13
2011/10/04,31
2011/10/05,22
2011/10/06,7
2011/10/07,13
2011/10/08,18
2011/10/09,15
2011/10/10,35
2011/10/11,5
2011/10/12,13
2011/10/13,6
2011/10/14,11
2011/10/15,16
2011/10/16,19
2011/10/17,17
2011/10/18,45
2011/10/19,15
2011/10/20,15
2011/10/21,1
2011/10/22,20
2011/10/23,22
2011/10/24,12
2011/10/25,14
2011/10/26,9
2011/10/27,18
2011/10/28,4
2011/10/29,12
2011/10/30,10
2011/10/31,23
2011/11/01,30
2011/11/02,25
2011/11/03,38
2011/11/04,14
2011/11/05,62
2011/11/06,74
2011/11/07,23
2011/11/08,37
2011/11/09,25
2011/11/10,19
2011/11/11,7
2011/11/12,49
2011/11/13,7
2011/11/14,0
2011/11/15,56
2011/11/16,14
2011/11/17,27
2011/11/18,6
2011/11/19,14
2011/11/20,52
2011/11/21,21
2011/11/22,62
2011/11/23,28
2011/11/24,38
2011/11/25,22
2011/11/26,18
2011/11/27,28
2011/11/28,6
2011/11/29,7
2011/11/30,25
2011/12/01,22
2011/12/02,11
2011/12/03,31
2011/12/04,12
2011/12/05,6
2011/12/06,6
2011/12/07,18
2011/12/08,24
2011/12/09,3
2011/12/10,37
2011/12/11,23
2011/12/12,7
2011/12/13,40
2011/12/14,11
2011/12/15,17
2011/12/16,3
2011/12/17,6
2011/12/18,7
2011/12/19,2
2011/12/20,15
2011/12/21,20
2011/12/22,53
2011/12/23,8
2011/12/24,55
2011/12/25,14
2011/12/26,27
2011/12/27,69
2011/12/28,0
2011/12/29,0
2011/12/30,0
2011/12/31,1
2012/01/01,3
2012/01/02,2
2012/01/03,0
2012/01/04,7
2012/01/05,0
2012/01/06,1
2012/01/07,1
2012/01/08,6
2012/01/09,8
2012/01/10,31
2012/01/11,20
2012/01/12,14
2012/01/13,49
2012/01/14,50
2012/01/15,108
2012/01/16,33
2012/01/17,150
2012/01/18,13
2012/01/19,14
2012/01/20,3
2012/01/21,114
2012/01/22,46
2012/01/23,22
2012/01/24,39
2012/01/25,62
2012/01/26,62
2012/01/27,3
2012/01/28,78
2012/01/29,62
2012/01/30,16
2012/01/31,26
2012/02/01,57
2012/02/02,104
2012/02/03,72
2012/02/04,18
2012/02/05,65
2012/02/06,64
2012/02/07,39
2012/02/08,0
2012/02/09,44
2012/02/10,10
2012/02/11,9
2012/02/12,38
2012/02/13,21
2012/02/14,29
2012/02/15,75
2012/02/16,38
2012/02/17,37
2012/02/18,9
2012/02/19,98
2012/02/20,16
2012/02/21,61
2012/02/22,40
2012/02/23,19
2012/02/24,22
2012/02/25,53
2012/02/26,36
2012/02/27,66
2012/02/28,89
2012/02/29,35
2012/03/01,8
2012/03/02,19
2012/03/03,39
2012/03/04,34
2012/03/05,35
2012/03/06,69
2012/03/07,23
2012/03/08,11
2012/03/09,37
2012/03/10,18
2012/03/11,8
2012/03/12,0
2012/03/13,2
2012/03/14,5
2012/03/15,0
2012/03/16,1
2012/03/17,8
2012/03/18,24
2012/03/19,2
2012/03/20,1
2012/03/21,20
2012/03/22,1
2012/03/23,6
2012/03/24,5
2012/03/25,0
2012/03/26,20
2012/03/27,16
2012/03/28,0
2012/03/29,6
2012/03/30,13
2012/03/31,7
2012/04/01,0
2012/04/02,23
2012/04/03,2
2012/04/04,3
2012/04/05,5
2012/04/06,60
2012/04/07,0
2012/04/08,0
2012/04/09,8
2012/04/10,6
2012/04/11,2
2012/04/12,0
2012/04/13,2
2012/04/14,0
2012/04/15,1
2012/04/16,3
2012/04/17,1
2012/04/18,2
2012/04/19,2
2012/04/20,25
2012/04/21,0
2012/04/22,1
2012/04/23,6
2012/04/24,11
2012/04/25,4
2012/04/26,6
2012/04/27,11
2012/04/28,0
2012/04/29,2
2012/04/30,11
2012/05/01,5
2012/05/02,8
2012/05/03,0
2012/05/04,0
2012/05/05,3
2012/05/06,1
2012/05/07,4
2012/05/08,12
2012/05/09,18
2012/05/10,56
2012/05/11,55
2012/05/12,7
2012/05/13,0
2012/05/14,9
2012/05/15,15
2012/05/16,14
2012/05/17,10
2012/05/18,33
2012/05/19,0
2012/05/20,0
2012/05/21,12
2012/05/22,14
2012/05/23,19
2012/05/24,3
2012/05/25,37
2012/05/26,22
2012/05/27,0
2012/05/28,1
2012/05/29,9
2012/05/30,13
2012/05/31,13
2012/06/01,5
2012/06/02,1
2012/06/03,1
2012/06/04,7
2012/06/05,21
2012/06/06,13
2012/06/07,12
2012/06/08,46
2012/06/09,19
2012/06/10,6
2012/06/11,10
2012/06/12,4
2012/06/13,2
2012/06/14,17
2012/06/15,54
2012/06/16,42
